submission_id,additions,additions_other
aBj8rq,Milk,NULL
aBj8rq,dairy alternative,NULL
aBj8rq,or coffee creamer,NULL
vN0QGX,No - just black,NULL
PA2VKd,Milk,NULL
PA2VKd,dairy alternative,NULL
PA2VKd,or coffee creamer,NULL
421g1O,NULL,NULL
VZ9k9a,Milk,NULL
VZ9k9a,dairy alternative,NULL
VZ9k9a,or coffee creamer,NULL
6d1XRP,No - just black,NULL
6d1XRP,Milk,NULL
6d1XRP,dairy alternative,NULL
6d1XRP,or coffee creamer,NULL
ZdGpev,No - just black,NULL
g5QRJ1,Milk,NULL
g5QRJ1,dairy alternative,NULL
g5QRJ1,or coffee creamer,NULL
g5QRJ1,Sugar or sweetener,NULL
g5QRJ1,Flavor syrup,NULL
0EbpD0,No - just black,NULL
0EbpD0,Milk,NULL
0EbpD0,dairy alternative,NULL
0EbpD0,or coffee creamer,NULL
421ga5,No - just black,NULL
0EbpkQ,Milk,NULL
0EbpkQ,dairy alternative,NULL
0EbpkQ,or coffee creamer,NULL
0EbpkQ,No - just black,NULL
EPB4JX,No - just black,NULL
KMPqxg,No - just black,NULL
VZ92pM,No - just black,NULL
QAx6zA,No - just black,NULL
ZdGpJo,No - just black,NULL
24bMRg,No - just black,NULL
EPB4Pr,No - just black,NULL
yl0Wkd,No - just black,NULL
dYZ5VV,No - just black,NULL
7dJ852,No - just black,NULL
VZ9ky6,Sugar or sweetener,NULL
zK0a8M,No - just black,NULL
0EbpWj,No - just black,NULL
yl0W8X,Milk,NULL
yl0W8X,dairy alternative,NULL
yl0W8X,or coffee creamer,NULL
PA2aJe,No - just black,NULL
5dly0Z,Milk,NULL
5dly0Z,dairy alternative,NULL
5dly0Z,or coffee creamer,NULL
5dly0Z,Sugar or sweetener,NULL
VZ9kRv,Flavor syrup,NULL
VZ9kRv,Sugar or sweetener,NULL
VZ9kRv,Milk,NULL
VZ9kRv,dairy alternative,NULL
VZ9kRv,or coffee creamer,NULL
ZdGpqy,No - just black,NULL
rl0zKv,Milk,NULL
rl0zKv,dairy alternative,NULL
rl0zKv,or coffee creamer,NULL
rl0zKv,Sugar or sweetener,NULL
24bM69,No - just black,NULL
24bMXM,No - just black,NULL
ZdGpAe,Milk,NULL
ZdGpAe,dairy alternative,NULL
ZdGpAe,or coffee creamer,NULL
ZdGpAe,Sugar or sweetener,NULL
24bMBM,Milk,NULL
24bMBM,dairy alternative,NULL
24bMBM,or coffee creamer,NULL
24bMKD,Milk,NULL
24bMKD,dairy alternative,NULL
24bMKD,or coffee creamer,NULL
eBNdrx,No - just black,NULL
5dlyld,Milk,NULL
5dlyld,dairy alternative,NULL
5dlyld,or coffee creamer,NULL
6d1XAe,No - just black,NULL
rl0XqM,Milk,NULL
rl0XqM,dairy alternative,NULL
rl0XqM,or coffee creamer,NULL
rl0XqM,Sugar or sweetener,NULL
Al6V2y,No - just black,NULL
0EbpQP,Milk,NULL
0EbpQP,dairy alternative,NULL
0EbpQP,or coffee creamer,NULL
ZdG06a,Milk,NULL
ZdG06a,dairy alternative,NULL
ZdG06a,or coffee creamer,NULL
ZdG06a,Sugar or sweetener,NULL
EPB2aL,No - just black,NULL
bl2BVe,Milk,NULL
bl2BVe,dairy alternative,NULL
bl2BVe,or coffee creamer,NULL
XeRVlO,No - just black,NULL
OAjpDK,Milk,NULL
OAjpDK,dairy alternative,NULL
OAjpDK,or coffee creamer,NULL
KMP7lD,Milk,NULL
KMP7lD,dairy alternative,NULL
KMP7lD,or coffee creamer,NULL
RzZXGp,Milk,NULL
RzZXGp,dairy alternative,NULL
RzZXGp,or coffee creamer,NULL
dYZLxV,No - just black,NULL
NA4KXN,No - just black,NULL
5dl6vZ,No - just black,NULL
kY0DK1,No - just black,NULL
LdEAbJ,No - just black,NULL
LdEAbJ,Milk,NULL
LdEAbJ,dairy alternative,NULL
LdEAbJ,or coffee creamer,NULL
jB0dQ1,No - just black,NULL
jB0dQ1,Milk,NULL
jB0dQ1,dairy alternative,NULL
jB0dQ1,or coffee creamer,NULL
24bqre,Milk,NULL
24bqre,dairy alternative,NULL
24bqre,or coffee creamer,NULL
24bqre,Sugar or sweetener,NULL
LdEAEv,No - just black,NULL
jB0d5a,Milk,NULL
jB0d5a,dairy alternative,NULL
jB0d5a,or coffee creamer,NULL
jB0d5a,No - just black,NULL
EPBjLB,Milk,NULL
EPBjLB,dairy alternative,NULL
EPBjLB,or coffee creamer,NULL
EPBjLB,Sugar or sweetener,NULL
xd0kZv,Milk,NULL
xd0kZv,dairy alternative,NULL
xd0kZv,or coffee creamer,NULL
xd0kZv,Flavor syrup,NULL
xd0kZv,Sugar or sweetener,NULL
421WvY,No - just black,NULL
J2VaJR,No - just black,NULL
xd0kly,No - just black,NULL
xd0kly,Milk,NULL
xd0kly,dairy alternative,NULL
xd0kly,or coffee creamer,NULL
aBjb9E,No - just black,NULL
24bqRp,No - just black,NULL
RzZXbd,No - just black,NULL
dYZLJV,No - just black,NULL
ZdG4ya,Milk,NULL
ZdG4ya,dairy alternative,NULL
ZdG4ya,or coffee creamer,NULL
RzZX9K,No - just black,NULL
24bqlL,No - just black,NULL
BGLOW1,No - just black,NULL
421W6r,Milk,NULL
421W6r,dairy alternative,NULL
421W6r,or coffee creamer,NULL
OA81Q7,NULL,NULL
kY0D2o,No - just black,NULL
qbYx9g,No - just black,NULL
WAl9Oj,No - just black,NULL
XeOlxj,Milk,NULL
XeOlxj,dairy alternative,NULL
XeOlxj,or coffee creamer,NULL
pL0jMZ,No - just black,NULL
Rz8KDl,No - just black,NULL
AlWPBB,No - just black,NULL
blNVVL,No - just black,NULL
xd9xaJ,Milk,NULL
xd9xaJ,dairy alternative,NULL
xd9xaJ,or coffee creamer,NULL
xd9xaJ,No - just black,NULL
5dEKdb,No - just black,NULL
MA8KaY,No - just black,NULL
WAeGGN,Milk,NULL
WAeGGN,dairy alternative,NULL
WAeGGN,or coffee creamer,NULL
9d2GlK,No - just black,NULL
9d2GlK,Milk,NULL
9d2GlK,dairy alternative,NULL
9d2GlK,or coffee creamer,NULL
24O8PA,No - just black,NULL
zKWXbR,No - just black,NULL
jBGDW1,No - just black,NULL
VZoE4y,No - just black,NULL
XeRVRg,Milk,NULL
XeRVRg,dairy alternative,NULL
XeRVRg,or coffee creamer,NULL
XeRVRg,Sugar or sweetener,NULL
XeRVRg,Flavor syrup,NULL
yleZ08,Milk,NULL
yleZ08,dairy alternative,NULL
yleZ08,or coffee creamer,NULL
VZoEby,No - just black,NULL
g5WjNP,Milk,NULL
g5WjNP,dairy alternative,NULL
g5WjNP,or coffee creamer,NULL
g5WjNP,Flavor syrup,NULL
Rz8KZK,Milk,NULL
Rz8KZK,dairy alternative,NULL
Rz8KZK,or coffee creamer,NULL
Ld51Vj,No - just black,NULL
Ld51Vj,Milk,NULL
Ld51Vj,dairy alternative,NULL
Ld51Vj,or coffee creamer,NULL
QA82OG,Milk,NULL
QA82OG,dairy alternative,NULL
QA82OG,or coffee creamer,NULL
vNqjz0,No - just black,NULL
vNqj6d,Milk,NULL
vNqj6d,dairy alternative,NULL
vNqj6d,or coffee creamer,NULL
vNqj6d,Sugar or sweetener,NULL
J28KbJ,No - just black,NULL
kYOaKo,Milk,NULL
kYOaKo,dairy alternative,NULL
kYOaKo,or coffee creamer,NULL
blNVJE,No - just black,NULL
1rGP7O,No - just black,NULL
OA81vM,Milk,NULL
OA81vM,dairy alternative,NULL
OA81vM,or coffee creamer,NULL
OA81RM,Milk,NULL
OA81RM,dairy alternative,NULL
OA81RM,or coffee creamer,NULL
YZVD76,No - just black,NULL
OA81MA,No - just black,NULL
OA81MA,Milk,NULL
OA81MA,dairy alternative,NULL
OA81MA,or coffee creamer,NULL
PA8jVx,Milk,NULL
PA8jVx,dairy alternative,NULL
PA8jVx,or coffee creamer,NULL
zKWXB8,Milk,NULL
zKWXB8,dairy alternative,NULL
zKWXB8,or coffee creamer,NULL
zKWXB8,Sugar or sweetener,NULL
MA8K0E,Milk,NULL
MA8K0E,dairy alternative,NULL
MA8K0E,or coffee creamer,NULL
qbjZNG,Flavor syrup,NULL
42PXe5,No - just black,NULL
8djo9k,Flavor syrup,NULL
8djo9k,Milk,NULL
8djo9k,dairy alternative,NULL
8djo9k,or coffee creamer,NULL
xd9x9d,No - just black,NULL
xd9x9d,Flavor syrup,NULL
zKWXVZ,No - just black,NULL
6dr82B,No - just black,NULL
OA8Dag,Sugar or sweetener,NULL
OA8Dag,Milk,NULL
OA8Dag,dairy alternative,NULL
OA8Dag,or coffee creamer,NULL
OA8Dag,Flavor syrup,NULL
5dEBbE,No - just black,NULL
QA8KBk,Flavor syrup,NULL
QA8KBk,Milk,NULL
QA8KBk,dairy alternative,NULL
QA8KBk,or coffee creamer,NULL
oAlbEx,No - just black,NULL
42PXVo,No - just black,NULL
eB9qre,No - just black,NULL
eB9qxo,No - just black,NULL
eB9qxo,Milk,NULL
eB9qxo,dairy alternative,NULL
eB9qxo,or coffee creamer,NULL
dYQWYA,Sugar or sweetener,NULL
g5WD9l,Milk,NULL
g5WD9l,dairy alternative,NULL
g5WD9l,or coffee creamer,NULL
g5WD9l,Flavor syrup,NULL
Ld51Zj,No - just black,NULL
NA8pBb,No - just black,NULL
42P41o,Milk,NULL
42P41o,dairy alternative,NULL
42P41o,or coffee creamer,NULL
AlW7Qe,No - just black,NULL
OA8DVY,Milk,NULL
OA8DVY,dairy alternative,NULL
OA8DVY,or coffee creamer,NULL
PA8dEQ,No - just black,NULL
PA8dEQ,Sugar or sweetener,NULL
VZoLb6,Milk,NULL
VZoLb6,dairy alternative,NULL
VZoLb6,or coffee creamer,NULL
VZoLb6,No - just black,NULL
aBZQA2,No - just black,NULL
OA8Dka,No - just black,NULL
g5WDkJ,No - just black,NULL
g5WDkJ,Milk,NULL
g5WDkJ,dairy alternative,NULL
g5WDkJ,or coffee creamer,NULL
oAlb5N,Milk,NULL
oAlb5N,dairy alternative,NULL
oAlb5N,or coffee creamer,NULL
oAlb5N,No - just black,NULL
8dj16r,Milk,NULL
8dj16r,dairy alternative,NULL
8dj16r,or coffee creamer,NULL
QA8KkY,No - just black,NULL
rl2jYo,Milk,NULL
rl2jYo,dairy alternative,NULL
rl2jYo,or coffee creamer,NULL
EP8kYr,No - just black,NULL
ylePpg,Milk,NULL
ylePpg,dairy alternative,NULL
ylePpg,or coffee creamer,NULL
GrYx7e,Milk,NULL
GrYx7e,dairy alternative,NULL
GrYx7e,or coffee creamer,NULL
8dj1jk,No - just black,NULL
8dj1jk,Milk,NULL
8dj1jk,dairy alternative,NULL
8dj1jk,or coffee creamer,NULL
6dr8pN,Milk,NULL
6dr8pN,dairy alternative,NULL
6dr8pN,or coffee creamer,NULL
PA8dLV,No - just black,NULL
DV04PZ,No - just black,NULL
DV04PZ,Milk,NULL
DV04PZ,dairy alternative,NULL
DV04PZ,or coffee creamer,NULL
DV04PZ,Flavor syrup,NULL
9d2qaV,Milk,NULL
9d2qaV,dairy alternative,NULL
9d2qaV,or coffee creamer,NULL
9d2qaV,Sugar or sweetener,NULL
PA8jy5,Milk,NULL
PA8jy5,dairy alternative,NULL
PA8jy5,or coffee creamer,NULL
XeOxkY,No - just black,NULL
AlW7kW,No - just black,NULL
g5WDB1,No - just black,NULL
VZoLrE,No - just black,NULL
QA8Kgl,No - just black,NULL
QA8Kgl,Milk,NULL
QA8Kgl,dairy alternative,NULL
QA8Kgl,or coffee creamer,NULL
YZVjaW,No - just black,NULL
24OEMb,Milk,NULL
24OEMb,dairy alternative,NULL
24OEMb,or coffee creamer,NULL
Rz8GXv,No - just black,NULL
vNqjL4,Milk,NULL
vNqjL4,dairy alternative,NULL
vNqjL4,or coffee creamer,NULL
zKWxaE,Milk,NULL
zKWxaE,dairy alternative,NULL
zKWxaE,or coffee creamer,NULL
aBZQ8y,No - just black,NULL
NA8q7O,No - just black,NULL
eB955Q,No - just black,NULL
dYQb6K,No - just black,NULL
aBZNLW,Milk,NULL
aBZNLW,dairy alternative,NULL
aBZNLW,or coffee creamer,NULL
aBZNLW,Flavor syrup,NULL
jBGe9E,No - just black,NULL
rl2y5l,Milk,NULL
rl2y5l,dairy alternative,NULL
rl2y5l,or coffee creamer,NULL
rl2y5l,Sugar or sweetener,NULL
KM8plV,No - just black,NULL
ZdP9R0,No - just black,NULL
rl2DLl,Milk,NULL
rl2DLl,dairy alternative,NULL
rl2DLl,or coffee creamer,NULL
rl2DLl,Sugar or sweetener,NULL
aBZOZ9,No - just black,NULL
pL4eJZ,No - just black,NULL
42Pazo,No - just black,NULL
9d2N4K,Milk,NULL
9d2N4K,dairy alternative,NULL
9d2N4K,or coffee creamer,NULL
9d2N4K,Sugar or sweetener,NULL
9d2N4K,Flavor syrup,NULL
XeO52V,No - just black,NULL
EP8qA2,No - just black,NULL
EP8zro,No - just black,NULL
AlWPgo,Milk,NULL
AlWPgo,dairy alternative,NULL
AlWPgo,or coffee creamer,NULL
AlWrjN,No - just black,NULL
aBZOvy,Milk,NULL
aBZOvy,dairy alternative,NULL
aBZOvy,or coffee creamer,NULL
aBZOvy,Flavor syrup,NULL
xd9xzr,No - just black,NULL
VZopvE,Milk,NULL
VZopvE,dairy alternative,NULL
VZopvE,or coffee creamer,NULL
eB9ZWo,Sugar or sweetener,NULL
eB9ZWo,Milk,NULL
eB9ZWo,dairy alternative,NULL
eB9ZWo,or coffee creamer,NULL
eB9ZWo,Flavor syrup,NULL
24Ojye,Milk,NULL
24Ojye,dairy alternative,NULL
24Ojye,or coffee creamer,NULL
24Ojye,Flavor syrup,NULL
8djNDz,Milk,NULL
8djNDz,dairy alternative,NULL
8djNDz,or coffee creamer,NULL
8djNDz,Sugar or sweetener,NULL
eB95oJ,Milk,NULL
eB95oJ,dairy alternative,NULL
eB95oJ,or coffee creamer,NULL
J281Po,Sugar or sweetener,NULL
Rz8Wyj,No - just black,NULL
PA8RQB,Milk,NULL
PA8RQB,dairy alternative,NULL
PA8RQB,or coffee creamer,NULL
blN5jL,Milk,NULL
blN5jL,dairy alternative,NULL
blN5jL,or coffee creamer,NULL
blN5jL,No - just black,NULL
5dEXJ6,Milk,NULL
5dEXJ6,dairy alternative,NULL
5dEXJ6,or coffee creamer,NULL
xd9x8J,Milk,NULL
xd9x8J,dairy alternative,NULL
xd9x8J,or coffee creamer,NULL
xd9x8J,Sugar or sweetener,NULL
vNqX5D,No - just black,NULL
XeO56Y,Milk,NULL
XeO56Y,dairy alternative,NULL
XeO56Y,or coffee creamer,NULL
xd9Vbv,Other,Condensed milk
pL4eYB,Milk,NULL
pL4eYB,dairy alternative,NULL
pL4eYB,or coffee creamer,NULL
NA8qGQ,No - just black,NULL
0EoV9y,No - just black,NULL
J281Nd,No - just black,NULL
DV0q8R,Milk,NULL
DV0q8R,dairy alternative,NULL
DV0q8R,or coffee creamer,NULL
DV0q8R,Sugar or sweetener,NULL
QA8oy1,No - just black,NULL
6drDoB,No - just black,NULL
VZopRa,No - just black,NULL
aBZ95W,Milk,NULL
aBZ95W,dairy alternative,NULL
aBZ95W,or coffee creamer,NULL
9d2GA1,No - just black,NULL
GrY6x2,No - just black,NULL
g5WaaK,No - just black,NULL
BG8EjA,No - just black,NULL
aBZ9GX,No - just black,NULL
aBZOMB,Milk,Cinnamon or vanilla powder
aBZOMB,dairy alternative,Cinnamon or vanilla powder
aBZOMB,or coffee creamer,Cinnamon or vanilla powder
AlWzdy,No - just black,NULL
jBGZ74,No - just black,NULL
rl2Djp,No - just black,NULL
zKWjyE,No - just black,NULL
9d2BvV,No - just black,NULL
KM8za7,Milk,NULL
KM8za7,dairy alternative,NULL
KM8za7,or coffee creamer,NULL
GrY6re,No - just black,NULL
OA8aLg,No - just black,NULL
NA8rA0,Milk,NULL
NA8rA0,dairy alternative,NULL
NA8rA0,or coffee creamer,NULL
5dEbDb,Milk,NULL
5dEbDb,dairy alternative,NULL
5dEbDb,or coffee creamer,NULL
5dEbDb,Flavor syrup,NULL
jBGZBQ,No - just black,NULL
jBGZBQ,Sugar or sweetener,NULL
GrY6JZ,No - just black,NULL
yleXOB,Milk,NULL
yleXOB,dairy alternative,NULL
yleXOB,or coffee creamer,NULL
yleXOB,No - just black,NULL
OA8akK,Milk,NULL
OA8akK,dairy alternative,NULL
OA8akK,or coffee creamer,NULL
jBGZvR,No - just black,NULL
GrY6Xp,No - just black,NULL
zKWjd1,No - just black,NULL
zKWjd1,Milk,NULL
zKWjd1,dairy alternative,NULL
zKWjd1,or coffee creamer,NULL
Ld59k1,Milk,NULL
Ld59k1,dairy alternative,NULL
Ld59k1,or coffee creamer,NULL
MA81dX,No - just black,NULL
J28qao,Milk,NULL
J28qao,dairy alternative,NULL
J28qao,or coffee creamer,NULL
5dEbNZ,No - just black,NULL
5dEbNZ,Milk,NULL
5dEbNZ,dairy alternative,NULL
5dEbNZ,or coffee creamer,NULL
VZoGry,No - just black,NULL
6drDqP,No - just black,NULL
6drDqP,Milk,NULL
6drDqP,dairy alternative,NULL
6drDqP,or coffee creamer,NULL
6drDqP,Flavor syrup,NULL
1rGXe1,Milk,NULL
1rGXe1,dairy alternative,NULL
1rGXe1,or coffee creamer,NULL
1rGXe1,Sugar or sweetener,NULL
PA8pVV,No - just black,NULL
AlWKzk,Milk,NULL
AlWKzk,dairy alternative,NULL
AlWKzk,or coffee creamer,NULL
lNVBok,No - just black,NULL
PA8pVe,Sugar or sweetener,NULL
zKWNxa,No - just black,NULL
0Eo7O0,No - just black,NULL
9d2XD4,Milk,NULL
9d2XD4,dairy alternative,NULL
9d2XD4,or coffee creamer,NULL
9d2XD4,Sugar or sweetener,NULL
VZojZl,Milk,NULL
VZojZl,dairy alternative,NULL
VZojZl,or coffee creamer,NULL
NA8DVN,Milk,NULL
NA8DVN,dairy alternative,NULL
NA8DVN,or coffee creamer,NULL
7d4bx9,No - just black,NULL
qbjab8,No - just black,NULL
jBGby9,No - just black,NULL
zKWNKE,Milk,NULL
zKWNKE,dairy alternative,NULL
zKWNKE,or coffee creamer,NULL
zKWNKE,Flavor syrup,NULL
Ld5zz1,No - just black,NULL
XeOrQg,Milk,NULL
XeOrQg,dairy alternative,NULL
XeOrQg,or coffee creamer,NULL
dYQN8K,No - just black,NULL
rl2Bgl,No - just black,NULL
5dE4eE,Milk,NULL
5dE4eE,dairy alternative,NULL
5dE4eE,or coffee creamer,NULL
5dE4eE,Sugar or sweetener,NULL
QA8Mk7,No - just black,NULL
g5WD6d,No - just black,NULL
jBGaVR,No - just black,NULL
Rz8dZK,Sugar or sweetener,NULL
Rz8dZK,Milk,NULL
Rz8dZK,dairy alternative,NULL
Rz8dZK,or coffee creamer,NULL
42PBdO,No - just black,NULL
GrYxZ2,No - just black,NULL
GrYKgp,No - just black,NULL
NA8Ddl,No - just black,NULL
DV0Kbq,No - just black,NULL
oAlDkx,No - just black,NULL
kYOb9r,Milk,NULL
kYOb9r,dairy alternative,NULL
kYOb9r,or coffee creamer,NULL
OA8lg7,No - just black,NULL
VZoGJ6,No - just black,NULL
VZoGJ6,Milk,NULL
VZoGJ6,dairy alternative,NULL
VZoGJ6,or coffee creamer,NULL
VZojqJ,No - just black,NULL
42PQRd,Milk,NULL
42PQRd,dairy alternative,NULL
42PQRd,or coffee creamer,NULL
42PQRd,No - just black,NULL
qbja4Y,Milk,NULL
qbja4Y,dairy alternative,NULL
qbja4Y,or coffee creamer,NULL
qbja4Y,Sugar or sweetener,NULL
Rz8KWd,Milk,NULL
Rz8KWd,dairy alternative,NULL
Rz8KWd,or coffee creamer,NULL
Rz8KWd,Flavor syrup,NULL
VZoL46,No - just black,NULL
WAl9ee,Milk,NULL
WAl9ee,dairy alternative,NULL
WAl9ee,or coffee creamer,NULL
WAl9ee,No - just black,NULL
PA8Dq0,Milk,NULL
PA8Dq0,dairy alternative,NULL
PA8Dq0,or coffee creamer,NULL
YZVR8v,Milk,NULL
YZVR8v,dairy alternative,NULL
YZVR8v,or coffee creamer,NULL
5dE4Ab,No - just black,NULL
oAlD8M,No - just black,NULL
1rGk8b,No - just black,NULL
rl2BZL,No - just black,NULL
vNqer0,Milk,NULL
vNqer0,dairy alternative,NULL
vNqer0,or coffee creamer,NULL
vNqer0,Flavor syrup,NULL
PA815b,Milk,NULL
PA815b,dairy alternative,NULL
PA815b,or coffee creamer,NULL
WAlEEN,No - just black,NULL
kYOe7j,No - just black,NULL
pL4y0y,No - just black,NULL
NA8lDl,Milk,NULL
NA8lDl,dairy alternative,NULL
NA8lDl,or coffee creamer,NULL
NA8lDl,Sugar or sweetener,NULL
qbjDWk,No - just black,NULL
XeOJMV,Milk,NULL
XeOJMV,dairy alternative,NULL
XeOJMV,or coffee creamer,NULL
1rGdKM,Milk,NULL
1rGdKM,dairy alternative,NULL
1rGdKM,or coffee creamer,NULL
WAlrbP,No - just black,NULL
7d4L12,Milk,NULL
7d4L12,dairy alternative,NULL
7d4L12,or coffee creamer,NULL
J28p8z,No - just black,NULL
pL4y4y,No - just black,NULL
oAle1P,Milk,NULL
oAle1P,dairy alternative,NULL
oAle1P,or coffee creamer,NULL
oAle1P,Flavor syrup,NULL
oAle1P,Sugar or sweetener,NULL
DV0kER,Milk,NULL
DV0kER,dairy alternative,NULL
DV0kER,or coffee creamer,NULL
AlW2vk,Milk,NULL
AlW2vk,dairy alternative,NULL
AlW2vk,or coffee creamer,NULL
MA8N0g,NULL,NULL
EP8dVX,No - just black,NULL
oAleL1,Milk,NULL
oAleL1,dairy alternative,NULL
oAleL1,or coffee creamer,NULL
oAleL1,Sugar or sweetener,NULL
oAleL1,Flavor syrup,NULL
9d2ZNX,No - just black,NULL
NA8l2Q,No - just black,NULL
8djaYO,No - just black,NULL
6drjXo,No - just black,NULL
PA81MP,No - just black,NULL
EP8d7o,Milk,NULL
EP8d7o,dairy alternative,NULL
EP8d7o,or coffee creamer,NULL
1rGdqL,No - just black,NULL
xd9Dxk,Milk,NULL
xd9Dxk,dairy alternative,NULL
xd9Dxk,or coffee creamer,NULL
BG8pae,Milk,NULL
BG8pae,dairy alternative,NULL
BG8pae,or coffee creamer,NULL
pL4y8E,No - just black,NULL
pL4y8E,Milk,NULL
pL4y8E,dairy alternative,NULL
pL4y8E,or coffee creamer,NULL
24OABe,Milk,NULL
24OABe,dairy alternative,NULL
24OABe,or coffee creamer,NULL
rl2Bzo,Milk,NULL
rl2Bzo,dairy alternative,NULL
rl2Bzo,or coffee creamer,NULL
rl2Bzo,Sugar or sweetener,NULL
rl2Bzo,Flavor syrup,NULL
ZdPO2B,No - just black,NULL
kYOGdZ,No - just black,NULL
zKWy91,No - just black,NULL
eB9rLO,No - just black,NULL
9d2Z6G,No - just black,NULL
pL4or1,Milk,NULL
pL4or1,dairy alternative,NULL
pL4or1,or coffee creamer,NULL
dYQ0DA,Milk,Whipped cream
dYQ0DA,dairy alternative,Whipped cream
dYQ0DA,or coffee creamer,Whipped cream
dYQ0DA,Flavor syrup,Whipped cream
dYQ0DA,Other,Whipped cream
1rG4xb,Milk,NULL
1rG4xb,dairy alternative,NULL
1rG4xb,or coffee creamer,NULL
5dE9EP,Other,Just black or with Choc and Sweetened condensed milk
9d2ZjQ,NULL,NULL
24OALV,No - just black,NULL
24OALV,Milk,NULL
24OALV,dairy alternative,NULL
24OALV,or coffee creamer,NULL
pL4o2J,No - just black,NULL
8djLyl,Milk,NULL
8djLyl,dairy alternative,NULL
8djLyl,or coffee creamer,NULL
0Eo859,No - just black,NULL
9d2Zp1,No - just black,NULL
oAlRqe,Milk,NULL
oAlRqe,dairy alternative,NULL
oAlRqe,or coffee creamer,NULL
oAlRqe,Sugar or sweetener,NULL
6drK0J,Milk,NULL
6drK0J,dairy alternative,NULL
6drK0J,or coffee creamer,NULL
lNVO4V,Milk,NULL
lNVO4V,dairy alternative,NULL
lNVO4V,or coffee creamer,NULL
AlWp9o,Milk,NULL
AlWp9o,dairy alternative,NULL
AlWp9o,or coffee creamer,NULL
AlWp9o,Sugar or sweetener,NULL
EP8lO4,No - just black,NULL
g5Wqll,No - just black,NULL
8djL45,Milk,NULL
8djL45,dairy alternative,NULL
8djL45,or coffee creamer,NULL
VZoPrv,No - just black,NULL
rl2oD5,Milk,NULL
rl2oD5,dairy alternative,NULL
rl2oD5,or coffee creamer,NULL
XeO40z,Milk,NULL
XeO40z,dairy alternative,NULL
XeO40z,or coffee creamer,NULL
oAl26X,Milk,NULL
oAl26X,dairy alternative,NULL
oAl26X,or coffee creamer,NULL
oAl26X,Flavor syrup,NULL
DV07Bp,No - just black,NULL
NA87DN,No - just black,NULL
MA8Ezl,No - just black,NULL
5dE9DN,No - just black,NULL
jBGlx4,No - just black,NULL
blNWNg,No - just black,NULL
GrYRLk,Milk,NULL
GrYRLk,dairy alternative,NULL
GrYRLk,or coffee creamer,NULL
GrYR0k,No - just black,NULL
MA8EAk,Milk,NULL
MA8EAk,dairy alternative,NULL
MA8EAk,or coffee creamer,NULL
OA8787,No - just black,NULL
24OKL9,Milk,NULL
24OKL9,dairy alternative,NULL
24OKL9,or coffee creamer,NULL
pL4D9E,NULL,NULL
VZozlM,Milk,NULL
VZozlM,dairy alternative,NULL
VZozlM,or coffee creamer,NULL
VZozlM,Sugar or sweetener,NULL
vNqPqv,Milk,NULL
vNqPqv,dairy alternative,NULL
vNqPqv,or coffee creamer,NULL
vNqPqv,Sugar or sweetener,NULL
kYONrJ,No - just black,NULL
aBZ2lE,No - just black,NULL
BG8xbQ,Milk,NULL
BG8xbQ,dairy alternative,NULL
BG8xbQ,or coffee creamer,NULL
AlWB5N,No - just black,NULL
AlWB5N,Milk,NULL
AlWB5N,dairy alternative,NULL
AlWB5N,or coffee creamer,NULL
DV076l,No - just black,NULL
Rz8D9K,No - just black,NULL
Rz8D9K,Milk,NULL
Rz8D9K,dairy alternative,NULL
Rz8D9K,or coffee creamer,NULL
Rz8D9K,Sugar or sweetener,NULL
jBGl1a,No - just black,NULL
AlWB1D,No - just black,NULL
24OK29,No - just black,NULL
24OPPA,No - just black,NULL
g5WGdN,Milk,NULL
g5WGdN,dairy alternative,NULL
g5WGdN,or coffee creamer,NULL
7d4xXA,No - just black,NULL
ZdPaNA,No - just black,NULL
ZdPadA,Milk,NULL
ZdPadA,dairy alternative,NULL
ZdPadA,or coffee creamer,NULL
eB9R6J,No - just black,NULL
VZoJ4g,No - just black,NULL
ZdPaGe,No - just black,NULL
zKWYR1,No - just black,NULL
1rGV6p,No - just black,NULL
1rGV6p,Milk,NULL
1rGV6p,dairy alternative,NULL
1rGV6p,or coffee creamer,NULL
BG87r1,Milk,NULL
BG87r1,dairy alternative,NULL
BG87r1,or coffee creamer,NULL
PA8OJ0,Milk,NULL
PA8OJ0,dairy alternative,NULL
PA8OJ0,or coffee creamer,NULL
QA8V6X,Milk,NULL
QA8V6X,dairy alternative,NULL
QA8V6X,or coffee creamer,NULL
WAlzbQ,No - just black,NULL
vNqyev,Milk,NULL
vNqyev,dairy alternative,NULL
vNqyev,or coffee creamer,NULL
aBZY5v,No - just black,NULL
8djQeY,No - just black,NULL
9d2D11,No - just black,NULL
PA8595,No - just black,NULL
XeOWRe,No - just black,NULL
qbjAN9,NULL,NULL
42PxP5,No - just black,NULL
42PxP5,Milk,NULL
42PxP5,dairy alternative,NULL
42PxP5,or coffee creamer,NULL
oAlMgx,No - just black,NULL
oAlMgx,Milk,NULL
oAlMgx,dairy alternative,NULL
oAlMgx,or coffee creamer,NULL
lNVdxp,No - just black,NULL
6dr2Be,Milk,NULL
6dr2Be,dairy alternative,NULL
6dr2Be,or coffee creamer,NULL
6dr2Be,No - just black,NULL
42PxMB,No - just black,NULL
0Eo6NQ,NULL,NULL
zKWDg0,No - just black,NULL
6dr2lO,No - just black,NULL
EP8WgN,Milk,NULL
EP8WgN,dairy alternative,NULL
