submission_id,purchase,purchase_other
5dqJYM,Local cafe,NULL
5dqJYM,Drive-thru,NULL
5dqJYM,Specialty coffee shop,NULL
kYR2Dr,NULL,NULL
zKQV7a,NULL,NULL
8dp9Nz,NULL,NULL
vNxlRX,NULL,NULL
9dJe7p,NULL,NULL
VZ1Kkj,NULL,NULL
WAp48j,NULL,NULL
MAdWMA,Local cafe,NULL
MAdWMA,Specialty coffee shop,NULL
xdNGXv,NULL,NULL
PABo6b,NULL,NULL
OAB6OM,Specialty coffee shop,NULL
6dQqO5,NULL,NULL
kYR2Ld,NULL,NULL
0Ej4MZ,NULL,NULL
BGbvpQ,Local cafe,NULL
8dp9L5,NULL,NULL
8dp9po,NULL,NULL
EPbpKr,NULL,NULL
MAd0AX,NULL,NULL
DVvLzq,Local cafe,NULL
DVvLzq,Specialty coffee shop,NULL
XeBjEd,NULL,NULL
OABRPK,NULL,NULL
qbEyL9,NULL,NULL
AlbkDW,NULL,NULL
bl4axo,NULL,NULL
DVvLV5,NULL,NULL
8dp9jk,NULL,NULL
24x2LA,Other,Online
24x2LA,Deli or supermarket,Online
24x2LA,Local cafe,Online
GrBM1j,NULL,NULL
1r2L1g,NULL,NULL
9dJelG,NULL,NULL
xdNG0E,NULL,NULL
24x2vA,NULL,NULL
LdM8M2,NULL,NULL
MAd0Ml,NULL,NULL
jB9KW6,NULL,NULL
NABz8N,NULL,NULL
bl4aL2,NULL,NULL
J2ky8z,NULL,NULL
ZdRxV0,NULL,NULL
PABo0Q,NULL,NULL
g5NBYM,NULL,NULL
0Ej4lB,NULL,NULL
QABGxl,NULL,NULL
24x2DM,NULL,NULL
MAd0qA,NULL,NULL
ZdRxgB,NULL,NULL
lNlp2B,Drive-thru,NULL
lNlp2B,Local cafe,NULL
lNlp2B,"National chain (e.g. Starbucks, Dunkin)",NULL
42NZeo,NULL,NULL
RzBOa9,NULL,NULL
GrBMjZ,NULL,NULL
YZz2Ad,NULL,NULL
dY274o,NULL,NULL
PABoP1,NULL,NULL
GrBMEp,NULL,NULL
24x2qb,NULL,NULL
NABz2Q,NULL,NULL
g5NB6d,NULL,NULL
aBrWJv,NULL,NULL
42NZA5,NULL,NULL
RzBOyJ,NULL,NULL
lNlp8B,NULL,NULL
EPbp2o,Drive-thru,NULL
VZ1rGy,NULL,NULL
kYRqad,NULL,NULL
0Ej4X0,NULL,NULL
eBxbko,NULL,NULL
lNlQrN,NULL,NULL
bl4P96,NULL,NULL
MAd0WY,NULL,NULL
9dJe8G,NULL,NULL
vNxkjX,NULL,NULL
VZ1rXg,NULL,NULL
zKQVV8,Specialty coffee shop,NULL
QABGgl,NULL,NULL
EPb9ll,NULL,NULL
24x26V,NULL,NULL
AlbZBe,NULL,NULL
ylqLXd,NULL,NULL
qbEyyd,NULL,NULL
KMBbM8,NULL,NULL
9dJVXE,Specialty coffee shop,NULL
zKQl7M,NULL,NULL
pLParP,NULL,NULL
VZ1g0g,NULL,NULL
GrBW9e,NULL,NULL
aBrWpq,NULL,NULL
8dpOeO,NULL,NULL
5dqRxZ,NULL,NULL
jB9Ne1,NULL,NULL
KMBbo8,NULL,NULL
DVvQKl,NULL,NULL
dY2rYo,NULL,NULL
24x2Jb,NULL,NULL
KMBbkK,NULL,NULL
ylqL9x,NULL,NULL
BGbNGQ,NULL,NULL
g5N2AO,"National chain (e.g. Starbucks, Dunkin)",NULL
g5N2AO,Local cafe,NULL
eBx4zJ,NULL,NULL
eBx4lx,NULL,NULL
VZ1gxN,NULL,NULL
EPb9Y2,NULL,NULL
XeBX9e,Specialty coffee shop,NULL
oAVWQN,Specialty coffee shop,NULL
oAVWQN,Local cafe,NULL
oAVWQN,Deli or supermarket,NULL
6dQoVo,Local cafe,NULL
6dQoVo,Specialty coffee shop,NULL
6dQoVo,"National chain (e.g. Starbucks, Dunkin)",NULL
vNxkK8,NULL,NULL
NABzGb,NULL,NULL
EPb9El,NULL,NULL
pLPgv1,NULL,NULL
24x2lM,NULL,NULL
OABRKR,NULL,NULL
24xpWb,Specialty coffee shop,NULL
lNlxeW,NULL,NULL
OAB6ER,Specialty coffee shop,NULL
OAB6ER,Local cafe,NULL
DVvQbX,NULL,NULL
jB9jR9,NULL,NULL
KMBbAX,NULL,NULL
rlr7bo,NULL,NULL
RzBppJ,NULL,NULL
J2k7jK,NULL,NULL
ZdR0bB,NULL,NULL
bl4P1Z,NULL,NULL
bl4Pag,NULL,NULL
1r28gg,Other,I do buy some green coffee and roast myself
1r28gg,Specialty coffee shop,I do buy some green coffee and roast myself
BGbNr5,NULL,NULL
42NeXb,NULL,NULL
GrBWAZ,NULL,NULL
xdNKWr,NULL,NULL
9dJVkQ,NULL,NULL
OABvZY,NULL,NULL
42NeJo,NULL,NULL
ylqV46,NULL,NULL
pLP8oy,NULL,NULL
5dqW9v,NULL,NULL
NABG0O,NULL,NULL
ylqVl8,NULL,NULL
0EjNE9,NULL,NULL
kYRMEZ,NULL,NULL
8dp7Zk,NULL,NULL
WApxEL,NULL,NULL
EPbyLB,Specialty coffee shop,NULL
EPbyLB,"National chain (e.g. Starbucks, Dunkin)",NULL
GrB8Qo,Deli or supermarket,NULL
xdNOZv,NULL,NULL
24x02L,NULL,NULL
WApxeN,NULL,NULL
J2k5Vo,NULL,NULL
VZ129g,NULL,NULL
NABGBl,NULL,NULL
VZ12oJ,NULL,NULL
J2k5Md,NULL,NULL
EPbyvX,Local cafe,NULL
VZ12yl,NULL,NULL
oAVXgX,NULL,NULL
qbE0ek,NULL,NULL
g5NKXM,NULL,NULL
EPbyOl,NULL,NULL
24xQRp,NULL,NULL
dY2BOd,NULL,NULL
PABVoe,NULL,NULL
xdNO19,"National chain (e.g. Starbucks, Dunkin)",NULL
zKQPLq,NULL,NULL
vNxoVX,NULL,NULL
24xQGe,NULL,NULL
eBxkrJ,NULL,NULL
rlrzbp,NULL,NULL
xdNOWd,Specialty coffee shop,NULL
xdNOWd,"National chain (e.g. Starbucks, Dunkin)",NULL
qbE09g,NULL,NULL
VZ12rM,NULL,NULL
pLPlyV,NULL,NULL
GrB8jz,NULL,NULL
pLPlbq,NULL,NULL
24xM8L,NULL,NULL
QABP67,Local cafe,NULL
QABP67,"National chain (e.g. Starbucks, Dunkin)",NULL
6dQaoJ,Specialty coffee shop,NULL
6dQaoJ,Local cafe,NULL
6dQaoJ,Drive-thru,NULL
PABVZx,Local cafe,NULL
PABVZx,Specialty coffee shop,NULL
PABVZx,Drive-thru,NULL
PABVZx,"National chain (e.g. Starbucks, Dunkin)",NULL
RzB7Pp,NULL,NULL
QAB6Mg,"National chain (e.g. Starbucks, Dunkin)",NULL
OABWXK,NULL,NULL
ylqWYp,NULL,NULL
VZ1kGv,NULL,NULL
bl40qo,NULL,NULL
NABelG,NULL,NULL
5dqy9M,NULL,NULL
kYRVEJ,NULL,NULL
Alb1GN,NULL,NULL
rlrxo5,NULL,NULL
OABW5A,NULL,NULL
zKQPpR,NULL,NULL
WApvYR,NULL,NULL
xdNOlo,NULL,NULL
NABe7W,Drive-thru,NULL
NABe7W,Specialty coffee shop,NULL
NABe7W,"National chain (e.g. Starbucks, Dunkin)",NULL
NABe7W,Local cafe,NULL
aBr8zB,NULL,NULL
MAd98k,Specialty coffee shop,NULL
MAd98k,"National chain (e.g. Starbucks, Dunkin)",NULL
xdNel5,NULL,NULL
xdNe6r,NULL,NULL
42NgdO,NULL,NULL
5dqyVo,NULL,NULL
QAB6JY,NULL,NULL
DVvl9b,NULL,NULL
DVvlbq,NULL,NULL
qbE2M2,NULL,NULL
5dqyoM,NULL,NULL
24xMzp,NULL,NULL
42NgEk,NULL,NULL
XeBKAd,NULL,NULL
RzB7Qp,NULL,NULL
GrB2GQ,NULL,NULL
MAd9WE,NULL,NULL
oAV4YX,NULL,NULL
g5NRxN,NULL,NULL
42NgM5,NULL,NULL
lNlPqW,NULL,NULL
aBr8JE,NULL,NULL
42Ne8r,NULL,NULL
LdMQxO,NULL,NULL
XeBK0d,NULL,NULL
8dp00l,NULL,NULL
ZdRpqV,NULL,NULL
24xM5V,Specialty coffee shop,NULL
24xqAj,Specialty coffee shop,NULL
OABWqp,Specialty coffee shop,NULL
9dJzzE,NULL,NULL
7d9809,NULL,NULL
dY258K,NULL,NULL
YZzEjJ,NULL,NULL
PABMpV,NULL,NULL
xdNkX5,NULL,NULL
LdMA7v,NULL,NULL
1r2Zb4,NULL,NULL
XeBKZP,"National chain (e.g. Starbucks, Dunkin)",NULL
XeBKZP,Specialty coffee shop,NULL
XeBKZP,Local cafe,NULL
jB9dPx,NULL,NULL
42NWaY,NULL,NULL
KMBq7X,NULL,NULL
oAVry1,NULL,NULL
QABgJk,NULL,NULL
DVvl6p,NULL,NULL
8dpveY,NULL,NULL
DVvrvp,Drive-thru,NULL
DVvrvp,Local cafe,NULL
DVvrvp,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqKZX,NULL,NULL
EPbjYr,NULL,NULL
VZ1RYl,NULL,NULL
rlrNpR,NULL,NULL
vNx710,NULL,NULL
DVvrMl,NULL,NULL
bl4B20,NULL,NULL
WApGZk,"National chain (e.g. Starbucks, Dunkin)",NULL
WApGZk,Local cafe,NULL
WApGZk,Specialty coffee shop,NULL
7d9BgZ,Deli or supermarket,NULL
PABaYx,Specialty coffee shop,NULL
GrBNyk,Specialty coffee shop,NULL
vNx7pD,NULL,NULL
24xqzL,"National chain (e.g. Starbucks, Dunkin)",NULL
24xqzL,Local cafe,NULL
24xqzL,Specialty coffee shop,NULL
XeBVpd,NULL,NULL
J2kayY,NULL,NULL
jB9O5J,NULL,NULL
aBrbpq,NULL,NULL
XeBVZV,Local cafe,NULL
XeBVZV,"National chain (e.g. Starbucks, Dunkin)",NULL
rlrx85,NULL,NULL
eBxdOE,NULL,NULL
BGbO2e,NULL,NULL
NABKaW,NULL,NULL
g5NyOD,NULL,NULL
ylqKLW,NULL,NULL
ylqK54,NULL,NULL
ZdR4pA,NULL,NULL
jB9dOY,NULL,NULL
1r2ZLO,NULL,NULL
qbYZaO,NULL,NULL
AlboEW,NULL,NULL
BGL4dR,NULL,NULL
jB0DlJ,NULL,NULL
eBNZDx,NULL,NULL
J2VKAR,NULL,NULL
jB0DQ4,Drive-thru,NULL
jB0DQ4,Specialty coffee shop,NULL
jB0DQ4,"National chain (e.g. Starbucks, Dunkin)",NULL
0Ebr79,NULL,NULL
qbYZR9,Specialty coffee shop,NULL
yl0ZDB,NULL,NULL
xd0xPo,NULL,NULL
XeRlWY,NULL,NULL
eBNZA0,NULL,NULL
6d1J4N,NULL,NULL
J2VKgX,NULL,NULL
aBjN4X,NULL,NULL
VZ9EVv,"National chain (e.g. Starbucks, Dunkin)",NULL
VZ9EVv,Deli or supermarket,NULL
VZ9EVv,Local cafe,NULL
yl0Zep,NULL,NULL
7dJlza,NULL,NULL
XeRlQe,NULL,NULL
WAe90j,NULL,NULL
dYZqdK,NULL,NULL
Al6PLz,"National chain (e.g. Starbucks, Dunkin)",NULL
Al6PLz,Specialty coffee shop,NULL
Al6PLz,Local cafe,NULL
eBNZzJ,NULL,NULL
J2VKGX,NULL,NULL
PABaAP,NULL,NULL
YZoDgv,NULL,NULL
24b8Y9,NULL,NULL
ZdG5yV,NULL,NULL
RzZK14,Specialty coffee shop,NULL
RzZK14,"National chain (e.g. Starbucks, Dunkin)",NULL
LdE14p,NULL,NULL
QAx2qG,NULL,NULL
bl2Vy6,NULL,NULL
Grovo2,NULL,NULL
0Ebry9,NULL,NULL
PA2jNB,NULL,NULL
VZ9Eyj,NULL,NULL
lN0DEk,"National chain (e.g. Starbucks, Dunkin)",NULL
lN0DEk,Deli or supermarket,NULL
lN0DEk,Local cafe,NULL
WAe9GJ,NULL,NULL
eBNZdq,NULL,NULL
pL0xab,NULL,NULL
BGL4r5,Specialty coffee shop,NULL
BGL4r5,"National chain (e.g. Starbucks, Dunkin)",NULL
BGL4r5,Local cafe,NULL
KMPQ9A,"National chain (e.g. Starbucks, Dunkin)",NULL
KMPQ9A,Local cafe,NULL
KMPQ9A,Drive-thru,NULL
1rbP1M,NULL,NULL
6d18jo,NULL,NULL
EPBkqq,NULL,NULL
MArKXl,NULL,NULL
24bEBg,NULL,NULL
yl0PXW,NULL,NULL
zK0xYg,NULL,NULL
RzZG44,NULL,NULL
42142r,NULL,NULL
BGLzXe,"National chain (e.g. Starbucks, Dunkin)",NULL
BGLzXe,Specialty coffee shop,NULL
BGLzXe,Local cafe,NULL
MAreLA,NULL,NULL
OAjDGM,NULL,NULL
rl0jGl,NULL,NULL
jB0aW4,NULL,NULL
xd0Xy5,NULL,NULL
dYZWjK,NULL,NULL
pLPjdJ,NULL,NULL
EPBkPl,NULL,NULL
0EbQbN,NULL,NULL
yl0PeB,NULL,NULL
Grox5j,Specialty coffee shop,Office
Grox5j,Other,Office
8dJ1rA,NULL,NULL
4214qo,NULL,NULL
aBjQgW,Local cafe,NULL
aBjQgW,Specialty coffee shop,NULL
aBjQgW,"National chain (e.g. Starbucks, Dunkin)",NULL
aBjQyy,NULL,NULL
jB0ap9,NULL,NULL
7dJRez,NULL,NULL
BGLz71,NULL,NULL
NA4p5W,"National chain (e.g. Starbucks, Dunkin)",NULL
6d18eo,NULL,NULL
lNlQkv,NULL,NULL
8dJoAY,NULL,NULL
6d18yo,NULL,NULL
OAjD6g,NULL,NULL
dYZWer,NULL,NULL
YZo58J,NULL,NULL
8dJ175,NULL,NULL
XeRxKg,NULL,NULL
oA09eX,NULL,NULL
rl0jRp,NULL,NULL
MAr1DY,NULL,NULL
rl0DO5,NULL,NULL
bl2Z70,NULL,NULL
QAxoJY,NULL,NULL
421a7B,NULL,NULL
vN0XBX,NULL,NULL
yl0XYW,Specialty coffee shop,NULL
yl0XYW,"National chain (e.g. Starbucks, Dunkin)",NULL
yl0XYW,Local cafe,NULL
NA4q0p,NULL,NULL
7dJXK9,NULL,NULL
WAeJek,NULL,NULL
Al6rdo,NULL,NULL
rl0DvN,NULL,NULL
yl0Xdg,NULL,NULL
KMPpk8,NULL,NULL
rl0DJN,NULL,NULL
6d1DWJ,NULL,NULL
zK0EJk,NULL,NULL
8dJNGr,NULL,NULL
XeR5zg,NULL,NULL
bl25aZ,NULL,NULL
VZ9pXE,NULL,NULL
DVXqPb,NULL,NULL
xd0Vgo,NULL,NULL
9d6NaY,NULL,NULL
g5QbLJ,NULL,NULL
OAjQg8,NULL,NULL
PA2RWQ,NULL,NULL
PA2RLd,NULL,NULL
qbY58k,NULL,NULL
J2V17r,NULL,NULL
LdEDeJ,NULL,NULL
g5QbEJ,NULL,NULL
xd0VLG,NULL,NULL
RzZWAQ,NULL,NULL
kY0bMr,NULL,NULL
YZojoW,NULL,NULL
6d1L8J,NULL,NULL
0EbV9P,"National chain (e.g. Starbucks, Dunkin)",NULL
0EbV9P,Specialty coffee shop,NULL
0EbV9P,Local cafe,NULL
0EbV9P,Drive-thru,NULL
oA09Xb,NULL,NULL
MArXNp,Specialty coffee shop,NULL
MArXNp,Local cafe,NULL
bl2ZB1,"National chain (e.g. Starbucks, Dunkin)",NULL
jB0ZZa,NULL,NULL
dYZENo,NULL,NULL
7dJqKP,NULL,NULL
aBj94v,Local cafe,NULL
pL0ryq,NULL,NULL
qbYLA2,NULL,NULL
24bX4p,NULL,NULL
oA0E9P,NULL,NULL
PA2pOb,NULL,NULL
eBNMEE,NULL,NULL
XeRLLg,NULL,NULL
yl0Mjd,NULL,NULL
NA4rNQ,NULL,NULL
1rbXOl,NULL,NULL
Al6zN0,NULL,NULL
24bXgj,NULL,NULL
EPBK7o,NULL,NULL
YZoPDW,NULL,NULL
lN0BYo,Local cafe,NULL
lN0BYo,Specialty coffee shop,NULL
yl0Mgx,NULL,NULL
dYZEVo,Local cafe,NULL
dYZEVo,Specialty coffee shop,NULL
EPBKpL,NULL,NULL
jB0Z4E,NULL,NULL
Al6zgW,NULL,NULL
9d6BKG,NULL,NULL
vN0rj4,NULL,NULL
LdEZRv,NULL,NULL
RzZxOP,NULL,NULL
dYZELD,NULL,NULL
oA0D9b,NULL,NULL
DVXKql,NULL,NULL
MArXjX,NULL,NULL
7dJbL0,NULL,NULL
OAjlzR,NULL,NULL
0Eb7MN,NULL,NULL
qbYaBY,NULL,NULL
aBjeBv,NULL,NULL
RzZd4d,NULL,NULL
yl0Nx4,NULL,NULL
VZ9j8J,NULL,NULL
XeRrBO,NULL,NULL
ZdG8b0,NULL,NULL
XeRrOd,NULL,NULL
6d1eA5,NULL,NULL
24bBlb,Other,NULL
24bBlb,Specialty coffee shop,NULL
kY09zd,NULL,NULL
9d6XPV,NULL,NULL
6d1epo,Local cafe,NULL
zK0NRM,NULL,NULL
bl29y1,NULL,NULL
lN0qY6,NULL,NULL
RzZd2Q,NULL,NULL
eBND8k,NULL,NULL
lN0BDN,NULL,NULL
24bXyj,"National chain (e.g. Starbucks, Dunkin)",NULL
24bXyj,Local cafe,NULL
RzZdlK,NULL,NULL
YZoR15,NULL,NULL
g5QeBd,NULL,NULL
kY09M6,Other,I make it at home and drink it on the go.
XeRJxV,Specialty coffee shop,NULL
EPBddA,NULL,NULL
kY0eNZ,NULL,NULL
VZ9QGl,NULL,NULL
vN0eAl,NULL,NULL
EPBdQl,NULL,NULL
1rbd4b,NULL,NULL
DVXkeZ,NULL,NULL
RzZM8d,NULL,NULL
QAxe0G,NULL,NULL
RzZMvJ,NULL,NULL
8dJapO,NULL,NULL
dYZaZq,NULL,NULL
pL0y5E,NULL,NULL
8dJa6x,NULL,NULL
7dJLP9,NULL,NULL
DVXkPX,Local cafe,NULL
ZdGEWv,NULL,NULL
6d1jYN,NULL,NULL
EPBde2,NULL,NULL
WAeEMN,NULL,NULL
PA21Nx,NULL,NULL
jB06VJ,NULL,NULL
OAj46g,NULL,NULL
VZ9Qvv,NULL,NULL
KMP57A,NULL,NULL
oA0RGM,Specialty coffee shop,NULL
42178d,NULL,NULL
bl2j0g,Deli or supermarket,NULL
PA29Rb,Specialty coffee shop,NULL
KMPxY7,NULL,NULL
9d6ZDK,NULL,NULL
aBj4EZ,NULL,NULL
zK0M20,NULL,NULL
MAra58,Deli or supermarket,NULL
MAra58,Specialty coffee shop,NULL
MAra58,Local cafe,NULL
jB0ovx,Local cafe,NULL
dYZ08o,NULL,NULL
PA29Pb,NULL,NULL
xd0Dlr,NULL,NULL
J2VlWo,NULL,NULL
dYZ0pA,NULL,NULL
aBj40Z,NULL,NULL
7dJKYz,NULL,NULL
MAraqY,NULL,NULL
WAeRaL,NULL,NULL
XeRoaz,NULL,NULL
VZ9Pya,NULL,NULL
24bAoL,NULL,NULL
6d1KqA,NULL,NULL
EPBlyl,NULL,NULL
WAeRxk,NULL,NULL
5dl90b,Deli or supermarket,NULL
5dl90b,Specialty coffee shop,NULL
5dl90b,Local cafe,NULL
OAjXOY,Specialty coffee shop,NULL
OAjXOY,Local cafe,NULL
RzZojd,NULL,NULL
24bA0e,NULL,NULL
421KXY,NULL,NULL
EPBxlN,NULL,NULL
oA026x,NULL,NULL
8dJZzO,NULL,NULL
OAj7zK,"National chain (e.g. Starbucks, Dunkin)",NULL
OAj7zK,Local cafe,NULL
8dJZN5,"National chain (e.g. Starbucks, Dunkin)",NULL
8dJZN5,Drive-thru,NULL
YZo4r0,NULL,NULL
EPBxxN,Local cafe,NULL
6d1Zx5,Specialty coffee shop,NULL
6d1Zx5,"National chain (e.g. Starbucks, Dunkin)",NULL
lN060X,NULL,NULL
421K15,NULL,NULL
WAeRVL,NULL,NULL
zK07oa,NULL,NULL
vN0Pp0,NULL,NULL
oA02LX,NULL,NULL
7dJN5Z,NULL,NULL
VZ9z7v,NULL,NULL
J2VOgo,NULL,NULL
eBNRqx,NULL,NULL
9d67bK,NULL,NULL
421r7Y,NULL,NULL
WAezOe,NULL,NULL
YZoajN,NULL,NULL
EPBWPX,NULL,NULL
24bX0b,NULL,NULL
LdEPgv,Local cafe,NULL
LdEPgv,"National chain (e.g. Starbucks, Dunkin)",NULL
BGL7D7,NULL,NULL
QAxRll,NULL,NULL
LdEpLj,NULL,NULL
eBNRJO,NULL,NULL
rl0Pev,NULL,NULL
eBNRVO,NULL,NULL
6d1NEP,NULL,NULL
pL0OXB,NULL,NULL
VZ95pl,NULL,NULL
rl0ABp,NULL,NULL
oA0MD5,NULL,NULL
421x2Y,Specialty coffee shop,NULL
PA25pP,NULL,NULL
bl2xOZ,NULL,NULL
VZ9Jzy,NULL,NULL
Al6Lvy,"National chain (e.g. Starbucks, Dunkin)",NULL
aBjYvE,Local cafe,NULL
aBjYvE,Specialty coffee shop,NULL
VZ95xl,NULL,NULL
GrodaO,NULL,NULL
EPBQjN,Drive-thru,NULL
7dJ26P,NULL,NULL
PA26z0,NULL,NULL
PA2690,NULL,NULL
OAj56R,NULL,NULL
jB0yy1,NULL,NULL
LdEbJl,NULL,NULL
7dJW4R,NULL,NULL
OAjzjg,NULL,NULL
dYZ62d,NULL,NULL
KMP6W8,Specialty coffee shop,NULL
KMP6W8,"National chain (e.g. Starbucks, Dunkin)",NULL
KMP6W8,Local cafe,NULL
GrozzO,NULL,NULL
RzZ0Y4,NULL,NULL
8dJQar,NULL,NULL
KMPl5D,Drive-thru,NULL
KMPl5D,"National chain (e.g. Starbucks, Dunkin)",NULL
qbYDVO,NULL,NULL
PA2D2d,NULL,NULL
DVXNMq,NULL,NULL
WAeN6Q,NULL,NULL
8dJKgY,NULL,NULL
DVXNop,NULL,NULL
YZoQK6,NULL,NULL
ZdGNey,NULL,NULL
zK0qVk,NULL,NULL
Al6dOW,NULL,NULL
RzZ01P,NULL,NULL
VZ90e6,Drive-thru,NULL
zK0qR8,Specialty coffee shop,NULL
zK0qR8,"National chain (e.g. Starbucks, Dunkin)",NULL
J2V26Y,NULL,NULL
RzZzMJ,NULL,NULL
XeReMe,NULL,NULL
bl2lkE,NULL,NULL
Gror7k,NULL,NULL
oA0AgP,NULL,NULL
RzZzg9,NULL,NULL
QAxAqg,NULL,NULL
Al6lgN,NULL,NULL
RzZ4x4,NULL,NULL
bl2klo,NULL,NULL
KMPMg8,NULL,NULL
PA2Eq5,NULL,NULL
24brbV,Specialty coffee shop,NULL
vN020Q,NULL,NULL
yl0D7W,Drive-thru,NULL
yl0D7W,"National chain (e.g. Starbucks, Dunkin)",NULL
xd0Z4G,Specialty coffee shop,NULL
xd0Z4G,Local cafe,NULL
xd0Z4G,"National chain (e.g. Starbucks, Dunkin)",NULL
xd0Z4G,Drive-thru,NULL
pL0VEB,NULL,NULL
PA2E9V,Specialty coffee shop,NULL
lN0LKk,Other,"Online (Amazon, Cometeer, Sey, Stumptown, Oren's Coffee, etc.)"
lN0LKk,Local cafe,"Online (Amazon, Cometeer, Sey, Stumptown, Oren's Coffee, etc.)"
bl2LeE,NULL,NULL
rl0L9M,NULL,NULL
zK0rDa,NULL,NULL
RzZYXK,NULL,NULL
oA0dW5,NULL,NULL
OAjJ0K,NULL,NULL
yl0EqW,NULL,NULL
dYZDzr,NULL,NULL
rl0dJp,Specialty coffee shop,NULL
zK0rl8,NULL,NULL
24bxPD,NULL,NULL
QAxB11,Specialty coffee shop,NULL
QAxB11,Local cafe,NULL
7dJ9VA,NULL,NULL
kY005o,NULL,NULL
8dJJGz,"National chain (e.g. Starbucks, Dunkin)",NULL
8dJJGz,Specialty coffee shop,NULL
zK00O8,"National chain (e.g. Starbucks, Dunkin)",NULL
6d1rZe,NULL,NULL
1rbD1L,NULL,NULL
RzZv5d,NULL,NULL
rl0J0M,NULL,NULL
RzZVaP,NULL,NULL
NA4d6b,NULL,NULL
1rb6OQ,NULL,NULL
PA2krV,NULL,NULL
BGL0v1,NULL,NULL
RzZjd9,Specialty coffee shop,NULL
PA2rZb,"National chain (e.g. Starbucks, Dunkin)",NULL
0EbG0A,NULL,NULL
0EblMP,NULL,NULL
QAxXXp,NULL,NULL
VZ9yLy,NULL,NULL
dYZVYz,NULL,NULL
421dxO,NULL,NULL
g5QpyD,NULL,NULL
ZdGyJa,NULL,NULL
6d159J,NULL,NULL
9d6yGX,NULL,NULL
EPBEDN,NULL,NULL
OAj9JK,Local cafe,NULL
VZ9APy,Specialty coffee shop,NULL
zK02pE,NULL,NULL
pL09rJ,NULL,NULL
vN01zX,NULL,NULL
dYZ1Ly,NULL,NULL
yl0p26,NULL,NULL
xd0LMk,NULL,NULL
0EbyNZ,NULL,NULL
EPBrrA,Specialty coffee shop,NULL
EPBrrA,"National chain (e.g. Starbucks, Dunkin)",NULL
KMPNqA,NULL,NULL
dYZ4Lq,NULL,NULL
aBjPVB,NULL,NULL
PA2LNd,NULL,NULL
WAeXWR,NULL,NULL
Al6NMo,NULL,NULL
RzZQG9,NULL,NULL
pL0X88,NULL,NULL
YZoXgd,NULL,NULL
Al6Ypk,NULL,NULL
xd07Jo,Local cafe,NULL
bl2XQ0,NULL,NULL
XeRdOY,"National chain (e.g. Starbucks, Dunkin)",NULL
XeRdOY,Local cafe,NULL
XeRdOY,Specialty coffee shop,NULL
421Y15,NULL,NULL
yl0pvg,NULL,NULL
kY04pR,NULL,NULL
WAe6Bj,NULL,NULL
EPBGrX,NULL,NULL
GroVAj,NULL,NULL
RzZQyl,NULL,NULL
YZob20,NULL,NULL
VZ9aKE,NULL,NULL
4210X5,NULL,NULL
BGLoze,NULL,NULL
kY04Md,NULL,NULL
yl0bW6,NULL,NULL
bl2RdL,Deli or supermarket,NULL
bl2RdL,Local cafe,NULL
bl2RdL,"National chain (e.g. Starbucks, Dunkin)",NULL
bl2RdL,Specialty coffee shop,NULL
jB0r8R,NULL,NULL
EPBVKl,NULL,NULL
aBjJeX,NULL,NULL
MArZAp,NULL,NULL
NA4vpQ,NULL,NULL
Al6YG0,Specialty coffee shop,NULL
Al6YG0,Local cafe,NULL
Al6YG0,"National chain (e.g. Starbucks, Dunkin)",NULL
xd0byG,NULL,NULL
ZdGkZA,NULL,NULL
xd0bvk,NULL,NULL
421Yyk,Local cafe,NULL
421Yyk,Specialty coffee shop,NULL
vN069v,NULL,NULL
QAx9Ol,NULL,NULL
zK0B5a,NULL,NULL
7dJ0a6,NULL,NULL
bl2RPe,NULL,NULL
LdExxv,NULL,NULL
xd0bKG,NULL,NULL
ZdGb5v,NULL,NULL
aBjpNy,NULL,NULL
7dJ7L2,NULL,NULL
ZdGb8A,NULL,NULL
WAeaYN,Specialty coffee shop,NULL
WAeaYN,Local cafe,NULL
421lqd,Local cafe,NULL
421lqd,Specialty coffee shop,NULL
KMPrWM,NULL,NULL
NA42jj,NULL,NULL
5dlaPZ,NULL,NULL
1rbQLl,NULL,NULL
VZ9WWj,"National chain (e.g. Starbucks, Dunkin)",NULL
VZ9WWj,Specialty coffee shop,NULL
VZ9WWj,Local cafe,NULL
J2VE7o,NULL,NULL
pL0prV,NULL,NULL
8dJ4kr,NULL,NULL
8dJbO5,NULL,NULL
BGLWAQ,NULL,NULL
MArpbE,NULL,NULL
EPB7JB,NULL,NULL
bl2QVo,NULL,NULL
1rbogO,NULL,NULL
ZdGrXv,NULL,NULL
5dlP0b,Specialty coffee shop,NULL
yl0574,NULL,NULL
7dJYrL,NULL,NULL
pL0p0B,NULL,NULL
NA41kO,NULL,NULL
RzZ9Md,NULL,NULL
EPBVEB,NULL,NULL
LdE2P1,NULL,NULL
1rbav4,NULL,NULL
YZoAkW,NULL,NULL
zK06rZ,"National chain (e.g. Starbucks, Dunkin)",NULL
qbYlJg,Specialty coffee shop,NULL
24b6lD,NULL,NULL
YZolB0,NULL,NULL
WAe71v,NULL,NULL
5dlAod,NULL,NULL
J2V4BR,NULL,NULL
6d1Bx5,NULL,NULL
aBjMgv,NULL,NULL
LdE2B1,"National chain (e.g. Starbucks, Dunkin)",NULL
GroPMQ,Specialty coffee shop,NULL
