submission_id,brew
OAB2Aa,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso"
OAB2b7,Pour over
vNxZMd,"Pour over, Other"
eBxXVe,Pour over
DVvG6Z,
QABQqX,"Instant coffee, Pour over"
ZdR7Dy,"Pour over, French press, Espresso"
GrBGXp,Other
rlr4PX,Other
LdMr0l,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
eBxJ00,
zKQ90R,Espresso
J2kPVo,"Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee"
42N6jr,Coffee brewing machine (e.g. Mr. Coffee)
qbErd5,"Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), French press"
8dpBAO,Espresso
DVv81l,"Pour over, Espresso"
PABxBV,Pour over
5dq7jb,Pour over
1r2ePM,Pour over
1r2e7b,"Pour over, French press"
ZdR71z,Pour over
LdMrWJ,"Pour over, French press, Other"
6dQlOJ,
KMBEyk,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
bl4pNL,Espresso
xdNq0r,"Pour over, Espresso"
eBxJYO,Pod/capsule machine (e.g. Keurig/Nespresso)
VZ162J,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
rlr4p5,"Pour over, Espresso"
6dQl1k,"Cold brew, French press, Pour over, Other"
aBrLk9,Pour over
jB9R0a,"Other, Espresso, Pour over"
5dq786,Other
zKQ92a,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
42N6zO,Espresso
1r2erg,"Pour over, Espresso, French press, Other"
LdMrq2,"Pour over, Espresso"
MAd4VX,Espresso
42N69k,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
PABxYe,"Pour over, French press, Espresso, Other"
GrBGy2,Espresso
EPbRb4,"Cold brew, Pour over"
ZdR7ya,Pour over
bl4Jbo,"Pour over, Instant coffee"
lNlG96,Pour over
ZdR7ga,"Espresso, Pour over, Other"
xdNWOy,"Pour over, French press, Cold brew"
42N6Ro,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
zKQ9BZ,Pour over
5dq7GE,"Pour over, French press, Other"
g5NlDN,Coffee brewing machine (e.g. Mr. Coffee)
42N6Do,Pour over
WApWXL,Cold brew
AlbgaB,"Pour over, Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)"
xdNqlo,"Pour over, French press, Espresso, Other"
KMBE2z,"Pour over, Espresso"
5dq7xv,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
QABZZY,"Espresso, Pour over"
MAdx0p,Pour over
WApWgP,"Pour over, French press, Other"
eBxJ8J,"Pour over, Espresso"
42N6Ob,Pour over
WApWkQ,Coffee brewing machine (e.g. Mr. Coffee)
KMBEEg,Pour over
6dQldA,
rlr40N,"Pour over, Espresso"
DVv8QN,
WApW6L,"Pour over, French press, Espresso"
g5NlBD,Espresso
QABZOp,French press
KMBEgk,"Pour over, French press"
VZ1eAl,Other
YZz62W,"Cold brew, French press"
OAB2Yg,Coffee brewing machine (e.g. Mr. Coffee)
8dpBBl,Pour over
VZ1e6j,"Espresso, Pour over"
WApWWe,
rlr4e2,"Espresso, Cold brew, Other"
6dQlqY,Pour over
8dpB2A,Pour over
NABj2p,"Pour over, Espresso, French press"
oAVPaM,"Espresso, Pour over"
DVv89p,Pour over
jB9RLJ,Other
rlrZXl,"Pour over, French press, Cold brew, Other, Pod/capsule machine (e.g. Keurig/Nespresso)"
XeBbpg,"Pour over, Espresso"
ZdR7e0,"Pour over, French press, Espresso, Cold brew"
WApWQJ,Pod/capsule machine (e.g. Keurig/Nespresso)
XeBaWz,Pour over
xdNqzG,
WApWxv,"Pour over, Bean-to-cup machine, Coffee extract (e.g. Cometeer), Cold brew"
AlbgoD,Espresso
dY2MBK,"Pour over, French press, Espresso"
aBrROv,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
jB9jDa,Espresso
jB9RO4,"Pour over, French press, Espresso"
EPbRj4,
8dpX1O,Pod/capsule machine (e.g. Keurig/Nespresso)
OAB6l8,Coffee brewing machine (e.g. Mr. Coffee)
J2kPNR,"Pour over, French press, Espresso"
ylqBN4,"Instant coffee, Pod/capsule machine (e.g. Keurig/Nespresso), French press"
LdMrQp,"Pour over, French press, Other"
42N6WX,Pour over
RzBAWd,"Pour over, French press, Espresso"
oAVq21,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
BGbyPK,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
OAB648,"French press, Espresso, Pour over, Cold brew"
KMB9Q8,"Pour over, French press, Espresso, Other"
rlr4zR,"Pour over, French press"
5dq7WE,Other
eBxV50,"Bean-to-cup machine, Espresso"
vNxlyd,"Pour over, Espresso"
LdMePG,Pour over
EPbRyr,
vNxZ70,"Espresso, Cold brew"
9dJ8D1,Other
WApLzP,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Other"
NABaJp,"Pour over, French press"
9dJ8Np,Other
AlbEzk,Other
MAdWKM,Other
EPb2PL,Pour over
xdNAp9,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
5dqJKo,Pour over
rlrejl,"Pour over, French press"
7d9yRP,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
rlre6L,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
DVvjzj,"Cold brew, Espresso, Pour over"
dY2Oqo,"Pour over, Other"
AlbE6y,Pour over
pLPQP1,Espresso
J2kQlJ,"French press, Other"
EPb20A,"Pour over, Espresso"
BGbrD1,Espresso
RzBABK,Coffee brewing machine (e.g. Mr. Coffee)
oAVqB5,Pour over
ylqB9p,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Coffee extract (e.g. Cometeer), Other"
xdNAQE,
1r2LM4,Pour over
rlredX,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
vNxlql,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Espresso"
XeBplg,"Pour over, Espresso, Other"
EPb2do,"Espresso, Instant coffee, Cold brew, French press, Pour over"
24xW0D,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
oAVqvP,Espresso
J2kQMR,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
lNlxDk,"Pour over, Other"
ylqBx6,Coffee brewing machine (e.g. Mr. Coffee)
GrBZqL,Coffee brewing machine (e.g. Mr. Coffee)
lNlxzk,Coffee brewing machine (e.g. Mr. Coffee)
ZdRMve,Cold brew
jB9jga,"Pour over, Espresso, Cold brew"
aBrRzB,Pod/capsule machine (e.g. Keurig/Nespresso)
oAVq0b,Espresso
XeBpQg,Espresso
pLPQ48,"Pour over, Cold brew, Other"
8dpXyx,Other
oAVqaV,"Pour over, Espresso, Cold brew"
6dQgAY,Pour over
xdNAoy,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
ylqBoX,
eBxV8q,Coffee brewing machine (e.g. Mr. Coffee)
oAVqa1,"Pour over, French press, Espresso"
24xpyV,Espresso
0EjKGN,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
1r2LyW,"Pour over, Espresso"
NABavG,Coffee brewing machine (e.g. Mr. Coffee)
oAVq6P,Other
YZz1bq,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer)"
EPb2gX,Pour over
PAB78B,Pour over
8dpX8r,Other
WApLda,"Espresso, Pour over"
0EjKy6,"French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
YZz1A0,
g5NEKJ,Pour over
xdNA59,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
dY2Ooz,"Espresso, Pour over, Cold brew"
NABaRj,"Pour over, Coffee extract (e.g. Cometeer)"
QABbZl,"Pour over, Espresso"
5dqJoM,Pour over
rlreXp,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
8dpXYA,"Pour over, Espresso, Other"
KMB9AM,"Other, Cold brew"
WApLLL,Coffee brewing machine (e.g. Mr. Coffee)
AlbEVy,Other
vNxl7g,"Pour over, Espresso"
GrBZNe,"Pour over, Espresso"
YZz18v,Pour over
AlbkLk,
7d9yy6,Coffee brewing machine (e.g. Mr. Coffee)
ylqB1g,"Bean-to-cup machine, Pour over"
PAB7M1,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQVxM,Coffee brewing machine (e.g. Mr. Coffee)
lNlx8p,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso"
5dqNjo,"Pour over, Espresso"
GrBMKZ,"French press, Cold brew"
jB9j11,"Pour over, Other, French press"
5dqJYM,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, Other"
kYR2Dr,
zKQV7a,Espresso
8dp9Nz,
vNxlRX,Pour over
9dJe7p,"Espresso, Pour over, Other, Coffee extract (e.g. Cometeer)"
VZ1Kkj,"Pour over, French press, Cold brew, Other"
WAp48j,Coffee brewing machine (e.g. Mr. Coffee)
MAdWMA,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)"
xdNGXv,"Coffee brewing machine (e.g. Mr. Coffee), Other"
PABo6b,"Espresso, Pour over"
OAB6OM,Pour over
6dQqO5,
kYR2Ld,"Other, Espresso"
0Ej4MZ,"Pour over, Other"
BGbvpQ,Coffee brewing machine (e.g. Mr. Coffee)
8dp9L5,"Pour over, Espresso"
8dp9po,Pour over
EPbpKr,
MAd0AX,"Pour over, Coffee extract (e.g. Cometeer)"
DVvLzq,"Pour over, Espresso"
XeBjEd,"Espresso, Pour over"
OABRPK,Pod/capsule machine (e.g. Keurig/Nespresso)
qbEyL9,
AlbkDW,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other"
bl4axo,"Espresso, Cold brew, Coffee extract (e.g. Cometeer)"
DVvLV5,"Other, Pod/capsule machine (e.g. Keurig/Nespresso)"
8dp9jk,Espresso
24x2LA,"Pour over, Espresso, Other"
GrBM1j,Espresso
1r2L1g,Pour over
9dJelG,
xdNG0E,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over"
24x2vA,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
LdM8M2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
MAd0Ml,Pod/capsule machine (e.g. Keurig/Nespresso)
jB9KW6,"Pour over, Bean-to-cup machine, Pod/capsule machine (e.g. Keurig/Nespresso)"
NABz8N,Espresso
bl4aL2,Pour over
J2ky8z,Pour over
ZdRxV0,"Instant coffee, French press, Pour over"
PABo0Q,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press"
g5NBYM,Espresso
0Ej4lB,Pod/capsule machine (e.g. Keurig/Nespresso)
QABGxl,"Espresso, Other"
24x2DM,"Pour over, Espresso, Cold brew"
MAd0qA,Pour over
ZdRxgB,"Espresso, Pour over"
lNlp2B,
42NZeo,"Pour over, Espresso"
RzBOa9,
GrBMjZ,Espresso
YZz2Ad,Coffee brewing machine (e.g. Mr. Coffee)
dY274o,Pour over
PABoP1,"Espresso, French press"
GrBMEp,"Cold brew, Pour over"
24x2qb,
NABz2Q,"Pour over, Espresso"
g5NB6d,"Coffee brewing machine (e.g. Mr. Coffee), Other"
aBrWJv,"Pour over, Cold brew, French press"
42NZA5,Coffee brewing machine (e.g. Mr. Coffee)
RzBOyJ,"Pour over, Espresso"
lNlp8B,Espresso
EPbp2o,Coffee brewing machine (e.g. Mr. Coffee)
VZ1rGy,"Cold brew, Other"
kYRqad,Pour over
0Ej4X0,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
eBxbko,"Pour over, Coffee extract (e.g. Cometeer)"
lNlQrN,Bean-to-cup machine
bl4P96,"Espresso, Other"
MAd0WY,"Pour over, Other, Cold brew, French press"
9dJe8G,Coffee brewing machine (e.g. Mr. Coffee)
vNxkjX,
VZ1rXg,"Pour over, French press"
zKQVV8,Coffee brewing machine (e.g. Mr. Coffee)
QABGgl,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
EPb9ll,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
24x26V,Espresso
AlbZBe,
ylqLXd,Espresso
qbEyyd,French press
KMBbM8,Coffee brewing machine (e.g. Mr. Coffee)
9dJVXE,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
zKQl7M,Espresso
pLParP,"Espresso, Other, Cold brew"
VZ1g0g,Pour over
GrBW9e,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
aBrWpq,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
8dpOeO,Coffee brewing machine (e.g. Mr. Coffee)
5dqRxZ,Espresso
jB9Ne1,"Pour over, Other, Cold brew"
KMBbo8,Bean-to-cup machine
DVvQKl,"Cold brew, Espresso"
dY2rYo,"Pour over, Espresso"
24x2Jb,Pour over
KMBbkK,
ylqL9x,Coffee brewing machine (e.g. Mr. Coffee)
BGbNGQ,"Pour over, Coffee extract (e.g. Cometeer)"
g5N2AO,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer)"
eBx4zJ,Espresso
eBx4lx,Coffee brewing machine (e.g. Mr. Coffee)
VZ1gxN,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
EPb9Y2,"Pour over, French press, Espresso, Cold brew"
XeBX9e,"Pour over, Other"
oAVWQN,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Espresso"
6dQoVo,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
vNxkK8,French press
NABzGb,Other
EPb9El,
pLPgv1,Pod/capsule machine (e.g. Keurig/Nespresso)
24x2lM,Pour over
OABRKR,"Espresso, Pour over"
24xpWb,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
lNlxeW,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer)"
OAB6ER,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine, Cold brew"
DVvQbX,Other
jB9jR9,Pour over
KMBbAX,Pour over
rlr7bo,Espresso
RzBppJ,Pour over
J2k7jK,
ZdR0bB,Espresso
bl4P1Z,"French press, Other"
bl4Pag,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
1r28gg,"Pour over, Cold brew"
BGbNr5,
42NeXb,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
GrBWAZ,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine"
xdNKWr,Espresso
9dJVkQ,Pour over
OABvZY,"Pour over, French press, Other"
42NeJo,Espresso
ylqV46,"Pour over, French press, Other"
pLP8oy,Pour over
5dqW9v,Pour over
NABG0O,Pour over
ylqVl8,Pour over
0EjNE9,"Pour over, Espresso"
kYRMEZ,Other
8dp7Zk,
WApxEL,"Other, Pour over"
EPbyLB,"Pour over, French press"
GrB8Qo,Other
xdNOZv,"Espresso, Pour over, Other, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)"
24x02L,"Pour over, Espresso, Other"
WApxeN,Espresso
J2k5Vo,Pour over
VZ129g,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
NABGBl,Coffee brewing machine (e.g. Mr. Coffee)
VZ12oJ,"Pour over, Cold brew"
J2k5Md,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
EPbyvX,
VZ12yl,Pod/capsule machine (e.g. Keurig/Nespresso)
oAVXgX,Pour over
qbE0ek,Espresso
g5NKXM,Pour over
EPbyOl,
24xQRp,Espresso
dY2BOd,Espresso
PABVoe,
xdNO19,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQPLq,Espresso
vNxoVX,Other
24xQGe,Pod/capsule machine (e.g. Keurig/Nespresso)
eBxkrJ,Pour over
rlrzbp,Coffee brewing machine (e.g. Mr. Coffee)
xdNOWd,"Pour over, Espresso"
qbE09g,"Pour over, Other"
VZ12rM,Pour over
pLPlyV,
GrB8jz,Pour over
pLPlbq,"Pour over, Espresso"
24xM8L,Espresso
QABP67,"Cold brew, Espresso, French press, Other"
6dQaoJ,Coffee brewing machine (e.g. Mr. Coffee)
PABVZx,"Pour over, Cold brew"
RzB7Pp,"Pour over, Other"
QAB6Mg,Other
OABWXK,Pour over
ylqWYp,Other
VZ1kGv,"Espresso, Other"
bl40qo,
NABelG,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
5dqy9M,"Pour over, French press"
kYRVEJ,"Pour over, Espresso"
Alb1GN,Espresso
rlrxo5,
OABW5A,"Other, French press, Espresso"
zKQPpR,"Pour over, Coffee extract (e.g. Cometeer)"
WApvYR,"Pour over, Espresso"
xdNOlo,Other
NABe7W,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Espresso, French press"
aBr8zB,"Pour over, Espresso"
MAd98k,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
xdNel5,"Pour over, Cold brew"
xdNe6r,
42NgdO,"Pour over, Cold brew"
5dqyVo,"Pour over, Other, Cold brew"
QAB6JY,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Pour over"
DVvl9b,Pour over
DVvlbq,"Pour over, Espresso"
qbE2M2,Pour over
5dqyoM,
24xMzp,"Pour over, Espresso"
42NgEk,"Espresso, Cold brew"
XeBKAd,"French press, Other"
RzB7Qp,Espresso
GrB2GQ,"Pour over, French press, Cold brew"
MAd9WE,"Pour over, Cold brew, French press"
oAV4YX,"Pour over, Other"
g5NRxN,"Espresso, Pour over"
42NgM5,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
lNlPqW,"Pour over, Espresso"
aBr8JE,Pour over
42Ne8r,"Pour over, Espresso, Cold brew, Other"
LdMQxO,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
XeBK0d,"Pour over, Espresso"
8dp00l,Espresso
ZdRpqV,"Coffee brewing machine (e.g. Mr. Coffee), French press"
24xM5V,"Pour over, Espresso, Cold brew, Other"
24xqAj,
OABWqp,"French press, Other, Pod/capsule machine (e.g. Keurig/Nespresso), Espresso"
9dJzzE,Coffee brewing machine (e.g. Mr. Coffee)
7d9809,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
dY258K,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, French press, Pour over, Coffee extract (e.g. Cometeer)"
YZzEjJ,"Pour over, Espresso"
PABMpV,Coffee brewing machine (e.g. Mr. Coffee)
xdNkX5,Other
LdMA7v,"Pour over, French press, Other"
1r2Zb4,
XeBKZP,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
jB9dPx,"Pour over, French press, Coffee extract (e.g. Cometeer), Other"
42NWaY,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
KMBq7X,
oAVry1,"Other, Cold brew, Espresso"
QABgJk,"Pour over, Espresso"
DVvl6p,Pod/capsule machine (e.g. Keurig/Nespresso)
8dpveY,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
DVvrvp,Pod/capsule machine (e.g. Keurig/Nespresso)
ylqKZX,Other
EPbjYr,
VZ1RYl,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
rlrNpR,Pour over
vNx710,
DVvrMl,Pour over
bl4B20,Pour over
WApGZk,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Other"
7d9BgZ,Coffee brewing machine (e.g. Mr. Coffee)
PABaYx,"Pour over, Espresso, Cold brew"
GrBNyk,Espresso
vNx7pD,"Pour over, Espresso"
24xqzL,"Pour over, Espresso, Coffee extract (e.g. Cometeer)"
XeBVpd,
J2kayY,Espresso
jB9O5J,"Pour over, French press, Espresso"
aBrbpq,Instant coffee
XeBVZV,French press
rlrx85,Cold brew
eBxdOE,"Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee"
BGbO2e,French press
NABKaW,"Pour over, Espresso"
g5NyOD,Other
ylqKLW,"Coffee extract (e.g. Cometeer), Other, Espresso"
ylqK54,Pour over
ZdR4pA,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
jB9dOY,"Espresso, Cold brew"
1r2ZLO,"Cold brew, Espresso, Pour over"
qbYZaO,"Pour over, Espresso"
AlboEW,"Pour over, Espresso, Instant coffee, Bean-to-cup machine"
BGL4dR,Other
jB0DlJ,
eBNZDx,Other
J2VKAR,Pour over
jB0DQ4,
0Ebr79,Other
qbYZR9,"Pour over, Bean-to-cup machine, Espresso"
yl0ZDB,"Espresso, Pour over, French press"
xd0xPo,"Pour over, Espresso"
XeRlWY,"Bean-to-cup machine, Coffee extract (e.g. Cometeer)"
eBNZA0,Pour over
6d1J4N,
J2VKgX,
aBjN4X,
VZ9EVv,"Bean-to-cup machine, Other"
yl0Zep,"Pour over, French press, Espresso, Instant coffee, Cold brew"
7dJlza,"Pour over, Espresso"
XeRlQe,Pour over
WAe90j,Espresso
dYZqdK,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
Al6PLz,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
eBNZzJ,"French press, Pour over, Espresso"
J2VKGX,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
PABaAP,"Pour over, Cold brew"
YZoDgv,"Pour over, Espresso"
24b8Y9,Pour over
ZdG5yV,"French press, Coffee extract (e.g. Cometeer), Other"
RzZK14,
LdE14p,
QAx2qG,"French press, Espresso"
bl2Vy6,"Pour over, Espresso"
Grovo2,Instant coffee
0Ebry9,Espresso
PA2jNB,"Espresso, French press"
VZ9Eyj,Pour over
lN0DEk,
WAe9GJ,Espresso
eBNZdq,
pL0xab,"Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso"
BGL4r5,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
KMPQ9A,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press"
1rbP1M,"Pour over, Bean-to-cup machine"
6d18jo,"Espresso, Pour over"
EPBkqq,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew"
MArKXl,"Pour over, Cold brew"
24bEBg,"Espresso, Pour over"
yl0PXW,Pod/capsule machine (e.g. Keurig/Nespresso)
zK0xYg,Pour over
RzZG44,Other
42142r,"Pour over, French press"
BGLzXe,"Pour over, Espresso"
MAreLA,Pour over
OAjDGM,"Espresso, Other"
rl0jGl,Espresso
jB0aW4,French press
xd0Xy5,Pod/capsule machine (e.g. Keurig/Nespresso)
dYZWjK,"Pour over, Espresso"
pLPjdJ,"Espresso, Pour over"
EPBkPl,"Pour over, French press"
0EbQbN,Bean-to-cup machine
yl0PeB,
Grox5j,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)"
8dJ1rA,
4214qo,Espresso
aBjQgW,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
aBjQyy,"French press, Pour over, Cold brew"
jB0ap9,"French press, Espresso, Other"
7dJRez,"Other, Cold brew"
BGLz71,Pour over
NA4p5W,"Espresso, Pour over, French press"
6d18eo,Pour over
lNlQkv,Coffee brewing machine (e.g. Mr. Coffee)
8dJoAY,Pour over
6d18yo,
OAjD6g,"Pour over, French press, Cold brew"
dYZWer,Pour over
YZo58J,"Pour over, Espresso"
8dJ175,
XeRxKg,"Pour over, Espresso, Cold brew"
oA09eX,
rl0jRp,Pour over
MAr1DY,Pod/capsule machine (e.g. Keurig/Nespresso)
rl0DO5,Espresso
bl2Z70,Pod/capsule machine (e.g. Keurig/Nespresso)
QAxoJY,
421a7B,Cold brew
vN0XBX,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
yl0XYW,"Pour over, Espresso"
NA4q0p,Pour over
7dJXK9,"Pour over, Espresso"
WAeJek,"Pour over, Espresso"
Al6rdo,
rl0DvN,
yl0Xdg,"Espresso, Pour over"
KMPpk8,
rl0DJN,Other
6d1DWJ,
zK0EJk,"Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)"
8dJNGr,"Pour over, Espresso"
XeR5zg,Espresso
bl25aZ,"Pour over, Espresso"
VZ9pXE,Pour over
DVXqPb,Pod/capsule machine (e.g. Keurig/Nespresso)
xd0Vgo,Espresso
9d6NaY,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
g5QbLJ,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
OAjQg8,Pour over
PA2RWQ,Espresso
PA2RLd,"Pour over, Cold brew"
qbY58k,Espresso
J2V17r,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
LdEDeJ,Espresso
g5QbEJ,Pour over
xd0VLG,Pour over
RzZWAQ,"Espresso, Pour over"
kY0bMr,"Pour over, Espresso"
YZojoW,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, French press"
6d1L8J,Espresso
0EbV9P,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
oA09Xb,"Pour over, French press, Espresso"
MArXNp,"Pour over, French press, Cold brew, Other"
bl2ZB1,"Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
jB0ZZa,"Pour over, Other, Coffee brewing machine (e.g. Mr. Coffee)"
dYZENo,
7dJqKP,Espresso
aBj94v,"Other, Pour over"
pL0ryq,
qbYLA2,"Pour over, French press, Espresso"
24bX4p,Coffee brewing machine (e.g. Mr. Coffee)
oA0E9P,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
PA2pOb,"French press, Espresso, Cold brew"
eBNMEE,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)"
XeRLLg,"Pour over, Cold brew, Other"
yl0Mjd,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
NA4rNQ,Pour over
1rbXOl,"Pour over, Espresso"
Al6zN0,"Pour over, Espresso"
24bXgj,Pour over
EPBK7o,"Pour over, French press, Coffee extract (e.g. Cometeer), Cold brew"
YZoPDW,"Espresso, Other"
lN0BYo,"Pour over, Cold brew, French press"
yl0Mgx,"French press, Pour over, Other"
dYZEVo,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
EPBKpL,Pour over
jB0Z4E,Espresso
Al6zgW,"Pour over, Espresso"
9d6BKG,Pour over
vN0rj4,"Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, French press, Coffee brewing machine (e.g. Mr. Coffee)"
LdEZRv,"Pour over, Espresso"
RzZxOP,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Other"
dYZELD,Pod/capsule machine (e.g. Keurig/Nespresso)
oA0D9b,French press
DVXKql,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
MArXjX,"Espresso, Pour over"
7dJbL0,"Pour over, French press, Espresso"
OAjlzR,Pour over
0Eb7MN,Other
qbYaBY,Pour over
aBjeBv,
RzZd4d,Pour over
yl0Nx4,Coffee brewing machine (e.g. Mr. Coffee)
VZ9j8J,"Pour over, French press, Other"
XeRrBO,
ZdG8b0,"Espresso, Pour over"
XeRrOd,Espresso
6d1eA5,French press
24bBlb,"Pour over, French press, Instant coffee, Cold brew"
kY09zd,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
9d6XPV,
6d1epo,Espresso
zK0NRM,"Pour over, Other"
bl29y1,Espresso
lN0qY6,"Pour over, Espresso"
