submission_id,brew
WAKOvP,"Espresso, Pour over"
8d6Nxl,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
jBJeBJ,"Espresso, Instant coffee"
QAz1z7,Espresso
lNYBPN,Coffee brewing machine (e.g. Mr. Coffee)
PAbpo1,Pour over
1rNdW1,
oA5EQ1,"Pour over, Cold brew"
KMW55V,Pour over
Zd1Eao,"Pour over, Cold brew"
VZbQlv,
rlJOM2,Pour over
8d6ZNA,
NAbX0l,Espresso
DVxplq,"Pour over, Other"
Xe84rd,Coffee brewing machine (e.g. Mr. Coffee)
blYW2Z,"Pour over, Other"
NAb78l,
oA5285,Coffee brewing machine (e.g. Mr. Coffee)
eB0aEx,
vNJP54,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), French press, Other"
RzbPjj,"Espresso, Bean-to-cup machine"
oA5GOM,"Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
Al4vRB,
9dRQYG,"Pour over, Espresso"
24lNeL,"Pour over, Other"
9dRDjY,
NAb6Pb,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer), Cold brew"
dY86Dq,"French press, Espresso, Pour over"
vNJA6l,"Pour over, Espresso"
OAbzv7,"Pour over, Espresso, Cold brew"
eB0BZq,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
BGjXPN,
9dRdbV,Coffee brewing machine (e.g. Mr. Coffee)
DVx1aR,Other
J2eDgY,Pour over
GrqJeo,
Xe8YXY,
VZbMby,Pour over
RzbJ9v,"Espresso, Pour over"
VZb1Wv,French press
qbJoAk,
xdR4ro,Pour over
PAbvbe,Espresso
rlJGpv,Espresso
VZbv6N,"Pod/capsule machine (e.g. Keurig/Nespresso), French press"
24l1RL,"Espresso, Pour over"
OAbV78,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
xdRgQy,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other"
5de0vv,"Coffee extract (e.g. Cometeer), Cold brew"
g5JybJ,Pour over
42p4kd,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
42paed,"Pour over, Cold brew"
eB0ezx,"Cold brew, Other"
Ld69rj,"Cold brew, Other"
aBaYav,Coffee brewing machine (e.g. Mr. Coffee)
DVZNMN,"Other, French press"
eBYArx,"Pour over, Espresso"
AljJve,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
J2WRlr,"Espresso, Pour over, French press"
7dpxRz,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
PAGExV,Pour over
PAG05P,"Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)"
8dRe5Y,Pour over
RzVLkd,"Pour over, Other"
Xe2EGV,"Pour over, Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)"
42pjyB,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
1rpMZg,
GrQL1z,"Pour over, French press, Other"
qbkKrG,Espresso
rlkdNv,"French press, Pour over"
OAoB5M,"Other, Coffee brewing machine (e.g. Mr. Coffee)"
bl62ee,Bean-to-cup machine
GrQYrj,Espresso
bl6Nr2,Espresso
YZxV75,Espresso
8dRAxz,"Pour over, Cold brew"
BG2jrR,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pour over"
BG2j71,"Pour over, French press"
lNMvqk,
5dpOVM,Espresso
jBkEvR,"Other, French press, Cold brew"
ZdZWkv,"Pour over, French press"
dYkpxA,"Espresso, Pour over"
0EDlP0,Espresso
42pdPB,Other
zK1oKM,Other
24Dylp,Pour over
QAOaNl,"Pour over, Cold brew, Other"
KMaZGk,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew"
24DYOb,Espresso
24DYpV,Coffee brewing machine (e.g. Mr. Coffee)
KMa2YK,"Pour over, Espresso"
dYkJoN,"Pour over, Espresso"
Ld6L9j,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew"
blYxP2,Pour over
KMaj18,Espresso
24DOYj,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
dYkydo,"Pour over, Coffee extract (e.g. Cometeer)"
Ld68Ay,"Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso, Cold brew"
RzVOOv,Pour over
yldOGB,"French press, Pour over"
oAkX95,"Pour over, Espresso, Cold brew"
Ld6lQ2,"Pour over, Espresso, Bean-to-cup machine, Cold brew"
oAkXAP,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
aBa8l9,Pour over
qbkxdk,"Pour over, French press, Espresso, Cold brew"
lNMoMv,Pour over
J2Wa7X,Pour over
J2M1ko,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other"
7dMLqa,"Pour over, Espresso, Cold brew"
42zJob,"Pour over, Espresso, French press"
MAMNrY,Pour over
eBvrAl,
BG0pZK,Pour over
VZDzDg,Pour over
ZdDdjy,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
pLvp8J,
J2M4vz,Pour over
lNvxGB,Coffee brewing machine (e.g. Mr. Coffee)
jBv18R,"Pour over, French press"
42zgZb,"Pour over, French press"
BG0OK1,"Pour over, French press"
24o8aA,"Pour over, Espresso"
kYzalJ,"Pour over, Espresso, Other"
42OQ7r,Coffee brewing machine (e.g. Mr. Coffee)
NAPD6p,"Pour over, Espresso"
zKdykZ,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)"
RzjoPd,Pod/capsule machine (e.g. Keurig/Nespresso)
jBzo99,Coffee brewing machine (e.g. Mr. Coffee)
Grb9O2,"Pour over, Cold brew, Other"
g5z9gM,"Pour over, Espresso"
OAE5V7,Coffee brewing machine (e.g. Mr. Coffee)
5dVzNP,Pour over
DVaVJ5,Pour over
7dEobZ,"Pour over, Other"
9d4vR4,"Pour over, Other"
vNzL7d,"Pour over, Espresso"
GrbJYp,Pour over
Al96kN,"Pour over, Espresso"
MAV78l,
Al9jbl,Pour over
24oDgL,Other
blzzoL,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
VZNxYM,Coffee brewing machine (e.g. Mr. Coffee)
DVaWjl,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
KMGOe7,Pour over
blzgY1,Other
KMGOjK,French press
LdOgG1,Espresso
yl1GZ8,"French press, Espresso, Cold brew, Other"
Zdegkz,"Pour over, Cold brew, Instant coffee"
BGe5v5,"Espresso, Pour over"
eBz8bE,Pour over
xdz8yk,Pour over
oAzL9x,
0EkEeB,Pour over
QA4GOY,"Pour over, Espresso"
9d4eBQ,
rlYNrp,"Pour over, Cold brew"
rlqy52,Coffee brewing machine (e.g. Mr. Coffee)
qbN5N7,Espresso
AlQKkB,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
8dEazr,"Pour over, Cold brew, Espresso"
DVWzjb,
oAxM95,
lN4RDV,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Cold brew"
jBEq21,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
QAEpMA,"Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Espresso"
xd67ZE,Pour over
WAZarR,
OAVNZK,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
jBEVgx,"Pour over, French press, Espresso, Cold brew, Other"
aBlMgq,Other
oAxPWX,Other
qbN99Y,Pod/capsule machine (e.g. Keurig/Nespresso)
Ldo8Pz,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, French press, Instant coffee"
0EAKN6,
J2BN4o,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
9dxN61,Pour over
xdgr4o,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
LdVpav,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
BG67VA,Pour over
Xe90az,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer), Cold brew"
1rO7Wp,"Pour over, Espresso"
dYzkGz,"Espresso, Pour over"
kYgAej,"Pour over, Espresso"
1rOvvQ,Coffee brewing machine (e.g. Mr. Coffee)
1rOvMQ,"Other, Coffee brewing machine (e.g. Mr. Coffee)"
Rz2JQv,"Other, French press, Pour over"
ZdWzBV,Pour over
24VxvM,Espresso
pL54N8,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
QAjOAg,Espresso
42EpEY,"Espresso, Bean-to-cup machine, Cold brew, French press, Pour over"
PA44VP,Coffee brewing machine (e.g. Mr. Coffee)
vNgpPD,Coffee brewing machine (e.g. Mr. Coffee)
g5ggRM,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Other"
rlgbDN,Pour over
0EGYe9,"Pour over, French press, Espresso, Other"
